,name,url_x,survival,attack_x,skill_attack,difficulty,skill_0,skill_0_cooling,skill_0_cost,skill_0_desc,skill_1,skill_1_cooling,skill_1_cost,skill_1_desc,skill_2,skill_2_cooling,skill_2_cost,skill_2_desc,skill_3,skill_3_cooling,skill_3_cost,skill_3_desc,搭配英雄1,搭配英雄2,压制英雄1,压制英雄2,被压制英雄1,被压制英雄2,HP,HP_recover,MP,MP_recover,attack_y,attack_rank,cooling_reduce,crit_effect,crit_rate,defense,injury_reduction_rate,magic_attack,magic_defense,magic_injury_reduction_rate,magic_sunder_armor,magic_vampire,speed,speed_up,sunder_armor,tag_1,tag_2,tag_3,toughness,url_y,vampire,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6
10,元歌,http://pvp.qq.com/web201605/herodetail/125.shtml,10,50,90,100,秘术·操控,0,0,被动：傀儡将继承元歌全部装备（除复活甲）效果以及部分BUFF效果，傀儡普通攻击附带0~195（+100%物理加成）点物理伤害(基础伤害随1技能等级成长)，获得的金币经验与部分BUFF效果都会共享给元歌，傀儡被杀死会暴露元歌的视野，禁止傀儡使用，同时对元歌造成晕眩；每当傀儡回归本体，本体都会清除控制效果并获得40%加速持续1秒和200（+62%物理加成）点护盾效果,秘术·影,20,100,元歌将傀儡向指定方向掷出，对路径上敌人造成300/360/420/480（+125%额外物理加成）点物理伤害和击飞效果，并开始操控傀儡，傀儡会模仿一个敌方英雄直到攻击或者受到攻击；傀儡位于元歌900范围内时元歌会进行自动攻击；傀儡超过元歌2500范围5秒后会自动销毁；傀儡一旦死亡或销毁控制权将立即转回元歌本体身上并被禁用25秒,秘术·纸雏鸾,11/10/9/8,60,元歌在短暂延迟后向指定方向掷出4枚暗器，对路径上敌人造成450/550/650/750（+220%额外物理加成）物理伤害，暗器可以连续命中多枚，但伤害将折减70%,秘术·十字闪,11/10/9/8,60,元歌甩出丝线向后拉扯，每根丝线对命中目标造成250/295/340/385（+100%额外物理加成）点物理伤害，被两条丝线命中的单位将会受到额外已损生命16%的物理伤害和50%减速效果持续2秒,白起,鬼谷子,鲁班七号,狂铁,兰陵王,阿轲,2637,40,490,17,152,远程,0,200%,0,86,12.5%,0,50,7.6%,0,0,350,0,0,突进,刺客,,0,http://news.17173.com/z/pvp/yxtj/yg/,0,暗影战斧,抵抗之靴,冰痕之握,破军,碎星锤,名刀
11,米莱狄,http://pvp.qq.com/web201605/herodetail/504.shtml,20,10,80,40,机械仆从,0,0,"被动：直接被米莱狄或者机械仆从击杀的单位（除敌方机械仆从以外），会在其附近召唤1个机械仆从（至多存活8秒），短暂时间后冲向附近的敌人进行攻击。（机械仆从的攻击力,生命值和移动速度受到米莱狄的法术强度加成，机械仆从至多存在5个，超过上限时自动引爆更早的机械仆从）。机械仆从如果没有被击杀，生存期结束后将会发生爆炸对附近敌人造成200（+30%法术加成）点法术伤害。机械仆从攻击力：150（+30%法术加成）,机械仆从生命值：500（+100%法术加成）,机械仆从移动速度：450（+10%法术加成）",空中力量,8/7,60,米莱狄指挥飞行器朝指定方向飞出，对沿路的敌人进行扫射造成60/70/80/90/100/110（+6%法术加成）点法术伤害。飞行器连续攻击2次以后，下一次攻击将会对目标发射一枚导弹，造成120（+12%法术加成）点法术伤害。飞行器在飞行的过程中，米莱狄可以发出指令让飞行器进行一次分裂，变为2个飞行器进行攻击，分裂的飞行器造成45/53/61/69/77/85（+4%法术加成）点法术伤害如果敌人同时受到2个飞行器的攻击，将会被减速50%持续1.5秒。,强制入侵,3,25,米莱狄标记一个位置，短暂时间后召唤两个机械仆从，落地时对附近敌人造成100/120/140/160/180/200（+20%法术加成）点法术伤害，并在1秒后激活，自动攻击附近的敌方单位，机械仆从存活至多8秒。每20/19/18/17/16/15秒储备一个机械仆从，至多储备3个,浩劫磁场,35/30/25,100,米莱狄朝指定目标发出一颗信号装置，标记并晕眩敌人持续0.75秒（可对建筑释放但晕眩无效），被标记目标受到磁场干扰每0.5秒造成100/150/200（+5%法术加成）点法术伤害，并减少30%移动速度持续3秒，干扰效果结束时引发磁场爆炸攻击附近的敌人，造成基于干扰期间来自米莱狄和她的机械部队对其造成的总伤害30%/40%/50%法术伤害。如果磁场爆炸直接击败了被标记的英雄或者在标记期间死亡，将在其附近召唤3个机械仆从。当机械仆从发现标记的目标时，将会立即冲向该目标发起攻击。大招开启时，范围内的友方机械仆从增加100%的攻击速度和100%的移动速度,橘右京,李白,韩信,露娜,苏烈,花木兰,3166,45,490,18,165,远程,0,200%,0,91,13.1%,0,50,7.6%,0,0,360,0,0,远程消耗,法师,,0,http://news.17173.com/z/pvp/yxtj/mld/index.shtml,0,回响之杖,秘法之靴,博学者之怒,痛苦面具,冰霜法杖,贤者之书
12,狂铁,http://pvp.qq.com/web201605/herodetail/503.shtml,60,60,60,50,无畏战车,0,0,"被动：狂铁的武器在击中敌人时会激发电流，进而为武器充能。普攻每命中一个英雄/非英雄回复7点/5点能量,技能每命中一个英雄/非英雄回复10点/7点能量，最多可储存90点能量。充能＞30点时，技能会获得不同的强化效果。每次普攻附带50点物理伤害，并在命中敌人时回复70（+15%物理加成）点自身生命值。强化技能使用时会消耗30点能量，且不会因击中敌人而获取能量。脱离战斗后，能量每秒减少3点。",碎裂之刃,5,0,狂铁奋力向前横挥武器两次，每次造成150/170/190/210/230/250(+100%物理加成)点物理伤害。每命中一个敌人回复自身已损生命值2%+30/36/42/48/54/60（+16%物理加成）点生命值。充能强化：伤害提升至225/255/285/315/345/375（+150%物理加成）点物理伤害，生命回复提升至已损生命值4%+60/72/84/96/108/120（+32%物理加成）点生命值。作用于非英雄单位时，生命回复效果减半。,强袭风暴,10/9,0,狂铁向前冲锋，冲锋路径上的敌人受到150/180/210/240/270/300(+75%物理加成)点物理伤害。冲锋结束后，狂铁的下次普攻得到强化，造成200/240/280/320/360/400（+100%物理加成）点物理伤害和50%减速效果持续2秒。充能强化：在释放强化普攻时若能量＞30，强化普攻伤害提升至300/360/420/480/540/600（+150%物理加成）点物理伤害，对受击者造成1秒击飞和晕眩，以及之后1秒50%减速。且在释放第一次强化普攻时消耗30点能量,力场压制,12,0,狂铁将武器重重砸向地面，使电流向周围蔓延，电流对触及的敌人造成250/375/500（+100%物理加成）点物理伤害和1.5秒50%减速。强烈的电流还会形成可抵挡1000/1500/2000点伤害的护盾，护盾最多可持续6秒。充能强化：伤害提升375/563/751（+150%物理加成）点物理伤害，护盾值提升至1500/2250/3000。,鬼谷子,刘邦,夏侯惇,孙悟空,孙尚香,孙膑,3263,50,90,0,166,近程,0,200%,0,95,13.6%,0,50,7.6%,0,0,390,0,0,突进,战士,,0,http://news.17173.com/z/pvp/yxtj/kt/index.shtml,0,抵抗之靴,暗影战斧,反伤刺甲,不死鸟之眼,不详征兆,破军
13,弈星,http://pvp.qq.com/web201605/herodetail/197.shtml,40,30,90,60,气合,90,0,被动：受到致命伤害时，弈星会遁入虚无，免疫所有伤害并提升30%移动速度，持续1秒，并在旁边自动生成两颗棋子，这个效果有90秒CD。弈星的普通攻击会造成70（+100%物理加成）（+20%法术加成）点法术伤害。,定式·镇神,1,35,"在指定地点放置一颗黑色棋子，棋子生成时会对周围敌人造成200/240/280/320/360/400（+16%法术加成）点法术伤害。黑白棋子如果距离低于1000，则会互相吸引并爆炸，对范围内的敌人造成400（+32%法术加成）点法术伤害和90%减速持续1秒(爆炸伤害随英雄等级成长,2秒内连续受到爆炸后续伤害将衰减30%)。棋子每8/7.6/7.2/6.8/6.4/6秒存储一发（受到减CD属性影响），最多存储4颗，每颗棋子最多持续15秒。被动：棋子被动爆炸命中敌方英雄后会提高弈星30/60/90/120/150/180法术强度（随1技能等级成长），持续3秒，最多叠加4层",定式·倚盖,1,35,"在指定地点放置一颗白色棋子，棋子生成时会对周围敌人造成200/240/280/320/360/400（+16%法术加成）点法术伤害。黑白棋子如果距离低于1000，则会互相吸引并爆炸，对范围内的敌人造成400（+32%法术加成）点法术伤害和90%减速持续1秒(爆炸伤害随英雄等级成长,2秒内连续受到爆炸后续伤害将衰减30%)。棋子每8/7.6/7.2/6.8/6.4/6秒存储一发（受到减CD属性影响），最多存储4颗，每颗棋子最多持续15秒。被动：棋子被动爆炸命中敌方英雄后会提高弈星8%/16%/24%/32%/40%/48%攻速（随2技能等级成长），持续3秒，最多叠加4层",天元,80/75/70,120,弈星划出一个巨大的虚空棋盘，棋盘上会自动生成4颗棋子。释放技能2秒后棋盘完全成型，成型时对棋盘内的敌人造成480/720/960（+72%法术加成）点法术伤害和0.5秒眩晕，棋盘完全成型后所有棋盘上的敌人将无法离开棋盘范围，棋盘成型后共持续4秒。,黄忠,鬼谷子,诸葛亮,阿轲,嬴政,李元芳,3176,45,490,17,171,远程,0,200%,0,90,13%,0,50,7.6%,0,0,370,0,0,远程消耗,法师,,0,http://news.17173.com/z/pvp/yxtj/yixing/index.shtml,0,冷静之靴,回响之杖,巫术法杖,痛苦面具,博学者之怒,虚无法杖
14,裴擒虎,http://pvp.qq.com/web201605/herodetail/502.shtml,40,80,50,70,寸劲,0,0,被动：在人形态下每次普攻将发出气功波，攻击目标时造成额外16点法术伤害（伤害随英雄等级提升），额外造成的法术伤害可以在3秒内进行叠加，至多提升到基础值的3倍。普攻每次命中恢复5点能量,冲拳式,8/7,50,朝指定方向发出气功，对一条路径上的敌人造成250/300/350/400/450/500（+115%额外物理加成）点法术伤害和目标当前生命值8%的额外法术伤害并减少目标50%移动速度，持续1.5秒。该技能命中敌方英雄时恢复20点能量,气守式,8/7,50,施展念气环绕自身，施法瞬间对附近敌人造成100/150/200/250/300/350（+70%额外物理加成）点法术伤害，并形成护盾包裹自身持续5秒，可吸收400（+150%额外物理加成）伤害。护盾存在期间每0.5秒对附近敌人造成20/30/40/50/60/70（+14%额外物理加成）点法术伤害并提升裴擒虎30%攻击速度。,虎啸风生,7/6/5/4,0,裴擒虎切换到虎形态，1秒内增加30%移动速度并强化下两次攻击，第一击扑向指定目标，造成20/110/200/290（+100%物理加成）点物理伤害和1秒90%减速。第二击对面前的敌人造成80（+100%物理加成）点法术伤害,夏侯惇,嬴政,孙悟空,鲁班七号,貂蝉,孙膑,3178,45,200,50,158,近程,0,200%,0,86,12.5%,0,50,7.6%,0,0,370,0,0,双形态,刺客,,0,http://news.17173.com/z/pvp/yxtj/pqh/index.shtml,0,追击刀锋,极速战靴,宗师之力,末世,破甲弓,不详征兆
15,杨玉环,http://pvp.qq.com/web201605/herodetail/176.shtml,30,30,90,50,惊鸿调,1,0,被动：杨玉环切换曲调，在释放技能时产生不同的效果；破阵：释放技能对800范围内敌方英雄造成75（+15%法术加成）点法术伤害；对小兵额外造成75%伤害；清平：释放技能对800范围内友军造成50（+10%法术加成）点生命回复,霓裳曲,5,50,杨玉环拨动琴弦，产生3道音波，音波在向外飞出后会缓慢追击敌方单位（英雄优先）造成200/230/260/290/320/350（+30%法术加成）点法术伤害并减少目标50%移动速度，持续1秒；释放技能后，杨玉环的下一次普通攻击将会造成额外200/230/260/290/320/350（+30%法术加成）点法术伤害，并减少所有技能CD1秒；,胡旋乐,15/14/13/12/11/10,70,杨玉环拨动琴弦短时间提升自身50%移速(受时间衰减)，1.5秒后对位于杨玉环600~800范围内的敌人造成250/300/350/400/450/500（+40%法术加成）点法术伤害与晕眩效果持续0.75秒,长恨歌,65,100,杨玉环解放力量，跃向空中（期间无法被选中）演奏乐曲；演奏完成后治疗身边500范围内的友军750/1100/1450（+80%法术加成）点生命，并对范围内敌人造成500/750/1000（+75%法术加成）点法术伤害；,鲁班七号,程咬金,阿轲,女娲,花木兰,哪吒,2966,42,470,17,162,远程,0,200%,0,80,11.7%,0,50,7.6%,0,0,370,0,0,团队增益,辅助,,0,http://news.17173.com/z/pvp/yxtj/yyh/index.shtml,0,冷静之靴,救赎之翼,极寒风暴,痛苦面具,冰霜法杖,冰痕之握
16,公孙离,http://pvp.qq.com/web201605/herodetail/199.shtml,20,80,30,70,晚云落,0,0,被动：阿离的普攻伤害会为目标叠加枫之印记，每四层印记触发一次爆炸（并叠加新的印记），对周围敌人造成225（+70%物理加成）点法术伤害并减少所有技能1秒CD；释放技能或收回纸伞后阿离的普通攻击将会额外投掷一枚飞镖并造成30%物理加成点物理伤害；阿离能够再释放技能后再次使用技能回归到纸伞的位置；当阿离手中没有纸伞时，自身移动速度提升50点与基础攻击间隔缩短20%,岑中归月,10/9,50,阿离向指定方向瞬步，并将纸伞留在原地（如果纸伞在阿离手中）,霜叶舞,12,60,阿离旋转起操控纸伞飞旋（如果纸伞在阿离手中），击落飞行物对范围内敌人造成两段打击每段造成120/144/168/192/216/240（+40%物理加成）点法术伤害；,孤鹜断霞,30/25/20,90,阿离击退前方的敌人，造成250/375/500（+80%物理加成）点法术伤害，并将纸伞向指定方向掷出（如果纸伞在阿离手中）,白起,张飞,铠,安琪拉,东皇太一,妲己,3050,38,440,15,161,远程,0,200%,0,95,13.6%,0,50,7.6%,0,0,350,0,0,位移,射手,,0,http://news.17173.com/z/pvp/yxtj/gsl/index.shtml,0,末世,极速战靴,纯净苍穹,无尽战刃,破甲弓,逐日之弓
17,明世隐,http://pvp.qq.com/web201605/herodetail/501.shtml,60,30,50,70,大吉大利,0,0,被动：明世隐对同一目标的第三次普攻会对其造成0.75秒晕眩，对同一目标叠满印记后3秒内无法再对其叠加印记,临卦·无忧,3,50,以法器连接一名队友/敌人，增加/减少30~120物攻和45~180法攻（受法术加成及师卦·飞翼等级影响）及15%移速，强化自身2/3该数值的物攻和法强（不随断链移除）并提升15%移速；若目标是敌人，还会每0.5秒造成100/120/140/160/180/200（+20%法术加成）点法术伤害，并对魂链触碰的敌人也造成额外50%伤害；若目标是队友，会提升其15%/18%/21%/24%/27%/30%攻速，对目标的属性影响可由师卦·飞翼切换为增加/减少连接的队友/敌人36%-54%物理及法术防御（师卦·飞翼等级影响）；被魂链连接的目标将暴露视野；同时只能连接一个目标,师卦·飞翼,3,50,明世隐切换法器状态，法器状态切换后，临卦·无忧对目标的连接效果也会相应切换；攻击改变状态：使连接的队友/敌人增加/减少其30/48/66/84/102/120(+8%法术加成)物理及45/72/99/126/153/180（+12%法术加成）法术攻击，并强化自身2/3该数值的物理及法术攻击；防御改变状态：增加/减少连接的队友/敌人36%/39%/43%/46%/50%/54%物理及法术防御，并强化自身2/3该数值的物理及法术防御,泰卦·长生,40/35/30,120,明世隐在0.75秒吟唱后，法器会带走他的部分生命，化作能量射向当前连接的目标；如果目标是敌人会造成1000/1500/2000(+150%法术加成)点真实伤害，如果是队友会回复等量生命；法球命中目标瞬间，明世隐会损失等量生命值，损失值不会超过当前生命值，且损失生命值会在之后10秒内逐渐恢复；被动：明世隐脱战后每秒回复百分比已损生命值5%,狄仁杰,老夫子,典韦,程咬金,百里守约,李白,3255,46,440,16,162,近程,0,200%,0,99,14.1%,0,50,7.6%,0,0,370,0,0,团队增益,辅助,,0,http://news.17173.com/z/pvp/yxtj/msy/index.shtml,0,救赎之翼,疾步之靴,时之预言,冰霜法杖,不死鸟之眼,贤者的庇护
18,女娲,http://pvp.qq.com/web201605/herodetail/179.shtml,30,10,90,70,辉煌指引,0,0,被动：女娲每升一级提升3%自身视野（最高42%），同时提升2%普攻与技能释放范围（最高28%）；女娲的技能伤害会标记英雄，使得友军（包括自己）对标记目标造成的普攻和技能伤害，能够在2秒内增加友军16%移动速度和生命回复（总计可回复40（+12%法术加成）），这个效果对于每个攻击者每0.5秒只能触发一次；,指令：放射,7,60,女娲向指定方向释放能量，对路径上的敌人造成250/290/330/370（+36%法术加成）点法术伤害和击退效果，在撞到敌人之后逐渐停下，并展开十字型阵列，对命中的敌人造成250/290/330/370（+36%法术加成）点法术伤害；,指令：创造,0,40,女娲在指定位置创造矩阵空间，阻止敌方单位通过；创造的空间将在3秒后消失，空间消失或者女娲其他技能触碰到矩阵空间都会引发爆炸对附近的敌人造成500/580/660/740（+80%法术加成）点法术伤害；女娲每100点法术攻击将会延长矩阵空间的0.2秒持续时间，最多可储存4个矩阵空间；,指令：迁跃,50/45/40/35,100,女娲创造裂隙，在短暂的吟唱后将自己传送到指定位置，并对周围的敌人造成500/560/620/680（+65%法术加成）点法术伤害并短暂眩晕；被动：女娲受到英雄伤害会触发自动防御机制，对身边敌人造成50%减速，生成可抵挡400/480/560/640（+80%法术加成）点伤害的护盾并增加30%移动速度持续2秒,梦奇,黄忠,鲁班七号,王昭君,宫本武藏,兰陵王,3157,45,500,19,155,远程,0,200%,0,89,12.9%,0,50,7.6%,0,0,350,0,0,远程,法师,,0,http://news.17173.com/z/pvp/yxtj/nw/index.shtml,0,痛苦面具,冷静之靴,噬神之书,博学者之怒,虚无法杖,回响之杖
19,梦奇,http://pvp.qq.com/web201605/herodetail/198.shtml,80,40,40,40,食梦,0,0,被动：梦奇不断吞噬周围的噩梦，导致长胖；从最瘦到最胖总共会增长100点质量，耗时20秒；长胖会增加普通攻击和梦境萦绕、梦境漩涡攻击范围，并且最多可以增加150点物理攻击、200点物理和法术防御、92自然回血值；同时最多减少240点移动速度；梦奇使用技能会消耗质量，导致减肥；梦奇的第三次普通攻击将变更为横扫，横扫会造成更大范围的伤害,梦境萦绕,3,40/38/36/34/32/30,梦奇消耗质量，形成可抵免525/630/735/840/945/1050（+120%法术加成）点伤害的护盾，护盾生成瞬间对周围敌人造成350/420/490/560/630/700（+80%法术加成）法术伤害并减少其50%移动速度，持续1.5秒。使用技能后7秒内下三次普通攻击命中敌人，每次均可回复6点质量,梦境挥洒,5,40,梦奇将噩梦盛装在容器中抛出，容器落地破碎造成200/250/300/350/400/450（+45%法术加成）点法术伤害，噩梦会残留在地面，最多持续5秒，每0.5秒对范围内的敌人造成100/125/150/175/200/225（+22%法术加成）点法术伤害并且范围内敌人将减少30%移动速度。梦奇若触碰残留在地面的噩梦，便会将其回收；同时最多可残留2团噩梦,梦境漩涡,40/35/30,0,梦奇引导噩梦向指定位置输送，形成噩梦漩涡，对范围内的敌人每0.5秒造成150/225/300（+20%法术加成）点法术伤害并会减少50%移动速度，引导最多持续3秒；再次释放或输送结束，梦奇会传送到指定位置并拾起噩梦，对范围内敌人造成300/450/600（+40%法术加成）点法术伤害并将其击飞1秒；引导可被打断，并会执行50%冷却时间；梦奇至少拥有33点质量才能引导噩梦输送。被动：梦奇释放出的噩梦造成伤害时，目标会增加1层噩梦缠绕，每层噩梦缠绕会将其减少8%法术攻击力，持续4秒，最多可叠加5层,马可波罗,周瑜,高渐离,后羿,诸葛亮,孙尚香,3161,76,100,25,171,近程,0,200%,0,79,11.6%,0,50,7.6%,0,0,480,0,0,控制,坦克,,0,http://news.17173.com/z/pvp/yxtjmq/index.shtml,0,抵抗之靴,红莲斗篷,极寒风暴,不死鸟之眼,霸者重装,贤者的庇护
20,苏烈,http://pvp.qq.com/web201605/herodetail/194.shtml,70,40,60,50,不屈铁壁,120,0,被动：苏烈在濒临死亡时会立即回复70%最大生命值，同时会陷入虚弱状态，持续4.5秒；虚弱状态下将禁止一切操作并免疫控制效果，自身会减少50点物理和25点法术防御；虚弱状态结束时，苏烈将发出怒吼，对附近敌人造成150（+100%物理加成）法术伤害并减少其50%移动速度，持续2秒；虚弱状态结束时，苏烈还将增加50%攻击速度和30%移动速度，持续2秒；刚陷入虚弱状态时，苏烈周围会出现3盏烽火台，队友可通过触碰烽火台来点亮烽火，每点亮一盏将会为苏烈和该名队友回复10%最大生命值;3盏烽火台都被点亮时，会立即结束虚弱状态；苏烈每120秒才能触发一次虚弱状态；苏烈的意志力能增加60点物理防御和法术防御，但不屈铁壁处于冷却时会暂时失效,烽烟踏破,5,60,苏烈的下三次普通攻击变更为强化攻击，每次攻击造成100/130/160/190/220/250（+100%物理加成）点物理伤害，第三次攻击会将范围内的敌人击飞0.75秒。（攻击完成或者强化效果结束时进入冷却）,所向披靡,10/9,80,苏烈短暂蓄力后，向指定方向冲撞，对敌人造成100/130/160/190/220/250（+40%物理加成）点物理伤害并将其击退。如果将敌人击退至地形边缘，将额外造成50%伤害并将其晕眩1秒。如果苏烈冲撞敌方建筑，将对建筑造成250（+100%物理加成）点物理伤害。,豪烈万军,45/40/35,120,苏烈举起柱子开始蓄力，释放时会用力将柱子砸向地面，对范围内敌人造成300/375/450（+150%物理加成）点~1000(+150%物理加成)点物理伤害并将其击飞1秒；蓄力时间越长，攻击范围越大，伤害越高；被击飞的敌人在落地时还会以该名敌人为中心再产生一次震荡攻击，对附近的其他敌人额外造成50%物理伤害；蓄力期间可以移动，取消时会减少50%冷却时间；被动：苏烈释放技能攻击或者强化攻击时将引发地震，持续3秒，对附近的敌方目标造成38（+25%物理加成）点法术伤害,鬼谷子,庄周,阿轲,孙悟空,达摩,孙尚香,3369,84,470,17,181,近程,0,200%,0,86,12.5%,0,50,7.6%,0,0,380,0,0,控制,坦克,,0,http://news.17173.com/z/pvp/yxtj/sl/index.shtml,0,红莲斗篷,影刃之足,魔女斗篷,极寒风暴,霸者重装,贤者的庇护
21,百里玄策,http://pvp.qq.com/web201605/herodetail/195.shtml,40,80,40,100,狂热序章,0,0,被动：钩链近端造成100%物理加成点物理伤害，远端额外造成35%伤害。当钩镰远端命中敌人时降低移速，并且自身会获得短暂移速提升，该效果受神乎钩镰等级影响,神乎钩镰,5/4,50,玄策进行快速位移戏弄对手增加自身25/30/35/40/45/50点物理攻击力，钩镰链中时，玄策进行快速位移会将链中的目标向自己移动方向拉动一小段距离。当钩镰远端命中敌人时，敌人将会减少10%/14%/18%/22%/26%/30%移动速度，自身增加10%/14%/18%/22%/26%/30%移动速度；,梦魇钩锁,10/9,70,玄策舞动钩镰，蓄力后将钩镰向指定方向甩出，钩镰会对路径上的敌人造成300/340/380/420/460/500(+140%额外物理加成)点物理伤害并将捆绑在回收过程中命中的第一个目标，同时对捆绑目标施加狩猎效果；如果捆绑住目标后再次释放该技能，玄策会将目标甩向身后并失去狩猎效果;蓄力越久，钩镰飞行距离越远，蓄力最多持续4秒；蓄力时，自身将增加30%移动速度；取消蓄力会减少梦魇钩锁50%的冷却时间；玄策和狩猎目标作战时将增加10%/12%/14%/16%/18%/20%伤害并减少20%/22%/24%/26%/28%/30%该目标对自己的伤害；狩猎目标死亡，将立刻返还梦魇钩锁80%的冷却时间,瞬镰闪,3/2,80,玄策沿钩镰锁链瞬镰闪到对方身后，对路径的的敌人造成250/325/400（+120%额外物理加成）点物理伤害；移动过程中，玄策挥舞短镰，将会减少50%所受到的伤害；瞬镰闪只有在钩镰捆绑住目标时才能释放；被动:玄策助攻或击杀死英雄都会激发心中的狂血使得移速增加70%（随时间效果衰减），攻速增加75%，持续5秒,庄周,高渐离,鲁班七号,安琪拉,东皇太一,诸葛亮,3359,51,450,16,188,近程,0,200%,0,88,132.7%,0,50,7.6%,0,0,380,0,0,位移,刺客,,0,http://news.17173.com/z/pvp/yxtj/blxc/index.shtml,0,巨人之握,抵抗之靴,暗影战斧,冰痕之握,破军,贤者的庇护
22,百里守约,http://pvp.qq.com/web201605/herodetail/196.shtml,20,70,40,70,瞄准,0,0,被动：百里守约的普通攻击会造成180%物理加成点物理伤害，但攻击间隔更长且无法暴击；百里守约每获得1%暴击几率就会将其转化为3点物理攻击力；非战斗状态下，百里守约能够隐匿在地形边缘，进入伪装状态，并增加16%~30%移动速度，移动速度随英雄等级成长,静谧之眼,1,30,百里守约在脚下布置一个视野装置，获得600~1000范围的全部视野，随技能等级成长；视野装置每50/48/46/44/42/40秒可准备1个，最多储备3个；同时最多放置3个视野装置，每个视野装置可持续300秒；视野装置被敌方英雄占领后失效；被动：原地不动时百里守约每秒获得1层伏击效果，每层伏击效果会增加7/8/9/10/11/12%物理穿透，最多叠加5层；移动后伏击效果消失,狂风之息,1,60,百里守约开始瞄准，并尝试进行一次狙击，对命中目标造成1050/1200/1350/1500/1650/1800（+250%额外物理加成）点物理伤害并减少其90%移动速度，持续0.5秒；瞄准需要花费2秒的时间，但在瞄准未完成时子弹有可能产生偏移；技能子弹每16秒获得一颗，最多储存3颗（受冷却缩减影响）；,逃脱,25/20/15,100,百里守约向后跳跃并向指定方向射击，造成500/700/900（+168%物理加成）点物理伤害并减少其50%移动速度，持续2秒；落地后自身将增加30%移动速度，持续2秒，但普通攻击或技能攻击会立即停止增加移动速度,廉颇,牛魔,典韦,亚瑟,宫本武藏,妲己,3019,39,440,16,198,远程,0,200%,0,94,13.5%,0,50,7.6%,0,0,340,0,0,远程,射手,,0,http://news.17173.com/z/pvp/yxtj/blsy/index.shtml,0,暗影战斧,影刃之足,泣血之刃,破甲弓,破军,贤者的庇护
23,铠,http://pvp.qq.com/web201605/herodetail/193.shtml,70,70,40,20,修罗之魂,0,0,被动：铠拥有精湛的战斗技巧，当铠的普通攻击和极刃风暴只命中了一个目标时将会额外造成50%伤害。,回旋之刃,10,60,铠向指定方向投掷刀刃，对命中的敌人造成150/180/210/240/270/300（+60%物理加成）点物理伤害并减少其30%移动速度，持续1秒；刀刃命中敌人后会在敌人间弹射，最多4次；命中的第一个目标将会额外减少20%移动速度，持续1秒；当刀刃命中敌人时，铠将回复10%最大生命值并且减少30%回旋之刃的冷却时间，同时增加20%移动速度和15%/17%/19%/21%/23%/25%攻击速度，持续3秒,极刃风暴,6,50,铠向指定方向发动两次挥砍，每次80/96/112/128/144/160（+30%物理加成）点物理伤害，并且第二次挥砍会将敌人击飞0.5秒；同时使得下一次普通攻击更变为冲砍，冲砍会冲锋至目标身旁并发动普通攻击，冲砍会额外造成150/180/210/240/270/300点成物理。被动：脱离战斗后铠每秒回复1%最大生命值及最大法力值并且会增加10/12/14/16/18/20点移动速度,不灭魔躯,60/55/50,120,铠召唤魔铠，魔铠在1秒后降临，对附近造成300/400/500点法术伤害并强化自身100/150/200攻击力、50点移动速度、60/95/130点伤害格挡；同时会对自身附近的敌人造成60点法术伤害，持续8秒；,宫本武藏,花木兰,鲁班七号,后羿,芈月,诸葛亮,3375,44,440,16,176,近程,0,200%,0,107,15.1%,0,50,7.6%,0,0,390,0,0,战士,坦克,,0,http://news.17173.com/z/pvp/yxtj/kai/index.shtml,0,暗影战斧,抵抗之靴,反伤刺甲,冰痕之握,魔女斗篷,贤者的庇护
